date,account_value
2024-05-07 15:30:00,1035138.0609894792
2024-05-07 15:45:00,1035120.3051377336
2024-05-08 09:30:00,1030189.5293179551
2024-05-08 09:45:00,1033787.2844697038
2024-05-08 10:00:00,1032862.3853093187
2024-05-08 10:15:00,1033784.5099488298
2024-05-08 10:30:00,1035495.2538472215
2024-05-08 10:45:00,1035771.2324353257
2024-05-08 11:00:00,1034669.4134312669
2024-05-08 11:15:00,1036209.9950982133
2024-05-08 11:30:00,1036019.8934002916
2024-05-08 11:45:00,1036560.1277047197
2024-05-08 12:00:00,1036499.222944359
2024-05-08 12:15:00,1036314.700803856
2024-05-08 12:30:00,1036244.6077881852
2024-05-08 12:45:00,1036080.796594719
2024-05-08 13:00:00,1036077.7236214677
2024-05-08 13:15:00,1035171.6564045945
2024-05-08 13:30:00,1036401.7992363969
2024-05-08 13:45:00,1036036.1622239152
2024-05-08 14:00:00,1038123.634895424
2024-05-08 14:15:00,1039009.9368916551
2024-05-08 14:30:00,1038341.3302556077
2024-05-08 14:45:00,1037785.6354638139
2024-05-08 15:00:00,1038641.0027257005
2024-05-08 15:15:00,1038879.111244301
2024-05-08 15:30:00,1039359.4445687333
2024-05-08 15:45:00,1037681.4085179368
2024-05-09 09:30:00,1036126.5769616166
2024-05-09 09:45:00,1039538.826465706
2024-05-09 10:00:00,1039928.6683274308
2024-05-09 10:15:00,1040760.0265904466
2024-05-09 10:30:00,1044336.5086651841
2024-05-09 10:45:00,1043787.589557747
2024-05-09 11:00:00,1045144.8077164689
2024-05-09 11:15:00,1045657.5032712022
2024-05-09 11:30:00,1044780.2168274919
2024-05-09 11:45:00,1044409.3254242936
2024-05-09 12:00:00,1044347.1104870836
2024-05-09 12:15:00,1044576.8997021714
2024-05-09 12:30:00,1045165.7285462419
2024-05-09 12:45:00,1045263.550665001
2024-05-09 13:00:00,1045885.0207329789
2024-05-09 13:15:00,1046568.1199437181
2024-05-09 13:30:00,1046782.5078660051
2024-05-09 13:45:00,1046960.9019719163
2024-05-09 14:00:00,1047267.7174092332
2024-05-09 14:15:00,1047743.6967640916
2024-05-09 14:30:00,1048569.9988614122
2024-05-09 14:45:00,1048925.2861901324
2024-05-09 15:00:00,1049572.7602872755
2024-05-09 15:15:00,1048885.233507084
2024-05-09 15:30:00,1049143.5910033456
2024-05-09 15:45:00,1049040.0598849526
2024-05-10 09:30:00,1058888.0799674264
2024-05-10 09:45:00,1059896.4218253365
2024-05-10 10:00:00,1058950.2663611642
2024-05-10 10:15:00,1057431.218002247
2024-05-10 10:30:00,1057945.9445304147
2024-05-10 10:45:00,1056003.7978114358
2024-05-10 11:00:00,1055160.3039607278
2024-05-10 11:15:00,1054602.2395972481
2024-05-10 11:30:00,1052153.8487281075
2024-05-10 11:45:00,1052504.0028113595
2024-05-10 12:00:00,1052755.1208266488
2024-05-10 12:15:00,1053738.838691639
2024-05-10 12:30:00,1054763.671636509
2024-05-10 12:45:00,1054913.2810706368
2024-05-10 13:00:00,1053116.7463397256
2024-05-10 13:15:00,1053461.7161063424
2024-05-10 13:30:00,1054306.8095893136
2024-05-10 13:45:00,1054989.5058535805
2024-05-10 14:00:00,1054246.0388278237
2024-05-10 14:15:00,1054704.8856410256
2024-05-10 14:30:00,1054550.6611460915
2024-05-10 14:45:00,1055268.2839469186
2024-05-10 15:00:00,1054965.3494376412
2024-05-10 15:15:00,1054985.6178473702
2024-05-10 15:30:00,1054012.292741703
2024-05-10 15:45:00,1053858.3711699715
2024-05-13 09:30:00,1056979.1388777962
2024-05-13 09:45:00,1058745.6282119027
2024-05-13 10:00:00,1059759.6930999032
2024-05-13 10:15:00,1060364.8727607003
2024-05-13 10:30:00,1058473.2409762612
2024-05-13 10:45:00,1059023.399862217
2024-05-13 11:00:00,1058165.2609538308
2024-05-13 11:15:00,1058004.41485207
2024-05-13 11:30:00,1057453.754077839
2024-05-13 11:45:00,1058362.4655837289
2024-05-13 12:00:00,1058072.9601668587
2024-05-13 12:15:00,1058297.6342276803
2024-05-13 12:30:00,1057703.8303412667
2024-05-13 12:45:00,1057481.3527430764
2024-05-13 13:00:00,1055030.8384303323
2024-05-13 13:15:00,1056712.9993056527
2024-05-13 13:30:00,1056690.0803794137
2024-05-13 13:45:00,1058151.8061045876
2024-05-13 14:00:00,1057348.8191451302
2024-05-13 14:15:00,1058324.3361987344
2024-05-13 14:30:00,1058692.59438126
2024-05-13 14:45:00,1057268.7217082253
2024-05-13 15:00:00,1057805.8003997079
2024-05-13 15:15:00,1057025.8804435006
2024-05-13 15:30:00,1057677.0109538308
2024-05-13 15:45:00,1057470.7322425118
2024-05-14 09:30:00,1061666.9208335152
2024-05-14 09:45:00,1063580.2450007668
2024-05-14 10:00:00,1064676.0253848305
2024-05-14 10:15:00,1064450.3204173318
2024-05-14 10:30:00,1061942.3610152474
2024-05-14 10:45:00,1064748.7568034402
2024-05-14 11:00:00,1064377.5315551034
2024-05-14 11:15:00,1062699.3453578225
2024-05-14 11:30:00,1062793.1606921426
2024-05-14 11:45:00,1062057.1644706002
2024-05-14 12:00:00,1061368.3885173074
2024-05-14 12:15:00,1060611.55790131
2024-05-14 12:30:00,1059951.4986914864
2024-05-14 12:45:00,1059496.651098179
2024-05-14 13:00:00,1058504.776262211
2024-05-14 13:15:00,1058407.1627692452
2024-05-14 13:30:00,1058517.4760817757
2024-05-14 13:45:00,1057930.6050872079
2024-05-14 14:00:00,1060240.4365519753
2024-05-14 14:15:00,1059985.9773444405
2024-05-14 14:30:00,1061159.5604819527
2024-05-14 14:45:00,1061171.9775294533
2024-05-14 15:00:00,1060848.1827506295
2024-05-14 15:15:00,1061426.1802634469
2024-05-14 15:30:00,1061739.601915287
2024-05-14 15:45:00,1060833.3003138772
2024-05-15 09:30:00,1074012.006654667
2024-05-15 09:45:00,1071039.5359744302
2024-05-15 10:00:00,1067747.4366568795
2024-05-15 10:15:00,1068403.0598277322
2024-05-15 10:30:00,1071626.1760386697
2024-05-15 10:45:00,1071443.1781615487
2024-05-15 11:00:00,1072379.2804488412
2024-05-15 11:15:00,1073327.5323237649
2024-05-15 11:30:00,1072141.8768576852
2024-05-15 11:45:00,1071987.7920340768
2024-05-15 12:00:00,1071892.7422789803
2024-05-15 12:15:00,1073140.8493174782
2024-05-15 12:30:00,1073742.198142933
2024-05-15 12:45:00,1073302.2086390725
2024-05-15 13:00:00,1074030.1368998757
2024-05-15 13:15:00,1073351.9395522347
2024-05-15 13:30:00,1072776.1342715493
2024-05-15 13:45:00,1072512.4847754708
2024-05-15 14:00:00,1072891.8089980355
2024-05-15 14:15:00,1072444.9970664254
2024-05-15 14:30:00,1071917.753597187
2024-05-15 14:45:00,1073014.0264777413
2024-05-15 15:00:00,1073050.506441044
2024-05-15 15:15:00,1073978.613195347
2024-05-15 15:30:00,1075898.3743666878
