,date,tic,open,high,low,close,volume,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2024-05-01 09:30:00,AAPL,169.8000030517578,170.36000061035156,169.11000061035156,170.25,3610578.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,170.25,170.25
1,2024-05-01 09:30:00,AMGN,273.54998779296875,275.9798889160156,273.381103515625,273.79998779296875,49335.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,273.79998779296875,273.79998779296875
2,2024-05-01 09:30:00,AXP,233.22000122070312,235.13999938964844,232.80999755859372,234.1699981689453,667391.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,234.1699981689453,234.1699981689453
3,2024-05-01 09:30:00,BA,167.5,169.7100067138672,167.5,169.4248046875,403230.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,169.4248046875,169.4248046875
4,2024-05-01 09:30:00,CAT,333.3800048828125,336.75,333.3599853515625,333.8599853515625,163945.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,333.8599853515625,333.8599853515625
5,2024-05-01 09:30:00,CRM,269.0199890136719,269.8099975585937,267.5,267.5,207957.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,267.5,267.5
6,2024-05-01 09:30:00,CSCO,46.69200134277344,47.040000915527344,46.680999755859375,46.90499877929688,952534.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,46.90499877929688,46.90499877929688
7,2024-05-01 09:30:00,CVX,160.97000122070312,161.4499969482422,160.1300048828125,160.62899780273438,394538.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,160.62899780273438,160.62899780273438
8,2024-05-01 09:30:00,DIS,111.29000091552734,111.61000061035156,111.02999877929688,111.16999816894533,316890.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,111.16999816894533,111.16999816894533
9,2024-05-01 09:30:00,DOW,57.040000915527344,57.27999877929688,56.86000061035156,56.90999984741211,135158.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,56.90999984741211,56.90999984741211
10,2024-05-01 09:30:00,GS,426.6900024414063,429.0299987792969,426.25,426.6400146484375,66589.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,426.6400146484375,426.6400146484375
11,2024-05-01 09:30:00,HD,333.010009765625,333.8800048828125,331.3900146484375,331.3900146484375,139658.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,331.3900146484375,331.3900146484375
12,2024-05-01 09:30:00,HON,191.97000122070312,194.3699951171875,191.97000122070312,193.5800018310547,169765.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,193.5800018310547,193.5800018310547
13,2024-05-01 09:30:00,IBM,165.69000244140625,165.94000244140625,165.0601043701172,165.33999633789062,178531.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,165.33999633789062,165.33999633789062
14,2024-05-01 09:30:00,INTC,30.15999984741211,30.530000686645508,30.020000457763672,30.350000381469727,4531387.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,30.350000381469727,30.350000381469727
15,2024-05-01 09:30:00,JNJ,148.73500061035156,148.99000549316406,147.6199951171875,148.66000366210938,1333169.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,148.66000366210938,148.66000366210938
16,2024-05-01 09:30:00,JPM,192.2700042724609,192.52999877929688,190.7899932861328,190.9250030517578,674913.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,190.9250030517578,190.9250030517578
17,2024-05-01 09:30:00,KO,61.79999923706055,61.900001525878906,61.34999847412109,61.380001068115234,744500.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,61.380001068115234,61.380001068115234
18,2024-05-01 09:30:00,MCD,271.3800048828125,271.3800048828125,270.0899963378906,270.9100036621094,233282.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,270.9100036621094,270.9100036621094
19,2024-05-01 09:30:00,MMM,98.0999984741211,99.08999633789062,97.27999877929688,98.70580291748048,1505952.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,98.70580291748048,98.70580291748048
20,2024-05-01 09:30:00,MRK,128.61000061035156,129.6699981689453,128.07000732421875,128.27999877929688,239609.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,128.27999877929688,128.27999877929688
21,2024-05-01 09:30:00,MSFT,392.4400024414063,394.2999877929688,390.30999755859375,393.1700134277344,2210533.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,393.1700134277344,393.1700134277344
22,2024-05-01 09:30:00,NKE,91.80999755859376,91.87000274658205,90.87000274658205,90.93499755859376,593524.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,90.93499755859376,90.93499755859376
23,2024-05-01 09:30:00,PG,163.27999877929688,164.24000549316406,162.3300018310547,162.52000427246094,594104.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,162.52000427246094,162.52000427246094
24,2024-05-01 09:30:00,TRV,212.16000366210935,213.82000732421875,212.16000366210935,212.4850006103516,125281.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,212.4850006103516,212.4850006103516
25,2024-05-01 09:30:00,UNH,479.260009765625,483.625,477.06640625,483.625,133330.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,483.625,483.625
26,2024-05-01 09:30:00,V,268.1499938964844,269.3699951171875,267.1199951171875,268.2099914550781,354878.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,268.2099914550781,268.2099914550781
27,2024-05-01 09:30:00,VZ,39.33000183105469,39.58000183105469,39.18000030517578,39.2599983215332,1939849.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,39.2599983215332,39.2599983215332
28,2024-05-01 09:30:00,WBA,17.413999557495117,17.68000030517578,17.399999618530273,17.439699172973633,922300.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,17.439699172973633,17.439699172973633
29,2024-05-01 09:30:00,WMT,59.310001373291016,59.40999984741211,58.77999877929688,58.80500030517578,980225.0,0.0,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,58.80500030517578,58.80500030517578
30,2024-05-01 09:45:00,AAPL,170.27999877929688,170.63870239257812,170.17999267578125,170.32000732421875,1502127.0,0.0015706771459065,170.384008969485,170.18599835473375,100.0,66.66666666666667,100.0,170.28500366210938,170.28500366210938
31,2024-05-01 09:45:00,AMGN,273.79998779296875,274.4700012207031,273.45001220703125,274.2200012207031,48695.0,0.0094233781863408,274.6039831927167,273.41600582095515,100.0,-66.6666666666778,100.0,274.00999450683594,274.00999450683594
32,2024-05-01 09:45:00,AXP,234.2400054931641,234.2400054931641,232.82000732421875,233.3800048828125,153781.0,-0.0177242083427131,234.8922207453116,232.6577823064462,0.0,-66.66666666666666,100.0,233.7750015258789,233.7750015258789
33,2024-05-01 09:45:00,BA,169.49989318847656,169.98089599609375,169.13999938964844,169.17909240722656,234181.0,-0.0055127755189801,169.6494381865676,168.95445890815895,0.0,66.66666666666667,100.0,169.30194854736328,169.30194854736328
34,2024-05-01 09:45:00,CAT,333.8599853515625,334.4150085449219,332.8399963378906,333.9700012207031,178842.0,0.0024683047562916,334.0705792203477,333.7594073519179,100.0,-66.6666666666708,100.0,333.9149932861328,333.9149932861328
35,2024-05-01 09:45:00,CRM,267.55499267578125,267.9100036621094,266.8999938964844,267.8399963378906,151991.0,0.0076281229654568,268.1508256011474,267.1891707367432,100.0,-66.66666666666667,100.0,267.6699981689453,267.6699981689453
36,2024-05-01 09:45:00,CSCO,46.900001525878906,46.9900016784668,46.869998931884766,46.935001373291016,440166.0,0.0006731351216586,46.96243015162683,46.87757000096106,100.0,66.66666666665826,100.0,46.920000076293945,46.920000076293945
37,2024-05-01 09:45:00,CVX,160.61000061035156,160.99000549316406,160.27999877929688,160.72000122070312,159042.0,0.0020417433518673,160.80319777963246,160.54580124380504,100.0,-66.66666666666667,100.0,160.67449951171875,160.67449951171875
38,2024-05-01 09:45:00,DIS,111.16259765625,111.26000213623048,110.87000274658205,110.8949966430664,152709.0,-0.0061699060293562,111.4214082935771,110.64358651843462,0.0,-66.66666666666667,100.0,111.03249740600586,111.03249740600586
